No.;nr_lokasi;nr_plot;nr_class;nr_ind;ID_ind;name_sp;nr_circ;nr_dbh;nr_basalarea;canopy_openness;canopy_closedness;canopy_class;nr_FW;nr_DW;sample_extract;sample_la;ft_la;la_sum;ft_sla;ft_ldmc;sample_stomata;ft_stomata;517nm;dpph_batch;dpph_blank;dpph_rsa;dpph_content;ft_dpph;ft_dpphrsa;520nm;proline_sample;proline_content;ft_proline;663nm;645nm;470nm;chla_sample;chlb_sample;totalchl_sample;chla_content;chlb_content;totalchl_content;ft_chla;ft_chlb;ft_totalchl
183;Wanariset;6;2;32;W.06.2.032;sp23;;0.68;0.362984;0.047;0.975;Closed;8;3.45;FALSE;TRUE;1,583,225;633.29;183.56;0.4313;TRUE;96;0.094;114;0.267;64.79;161,975;161,975;64.79;0.053;3,117,647,059;3,117,647,059;3,117,647,059;2,942;1,475;3,443;33.40;20.01;53.39;3,339,565;2,000,894;5,338,984;3,339,565;2,000,894;5,338,984
184;Wanariset;7;1;27;W.07.1.027;Eusideroxylon zwageri;;0.82;0.527834;0.134;0.782;Closed;9.73;3.21;FALSE;TRUE;1,313,225;525.29;163.64;0.3299;FALSE;;0.373;118;0.257;-45.14;-11,285;0;0;0.064;3,764,705,882;3,764,705,882;3,764,705,882;1,321;0.591;1,554;15.19;7.35;22.53;1,518,691;0.735162;2,253,262;1,518,691;0.735162;2,253,262
185;Wanariset;7;1;31;W.07.1.031;Nothaphoebe umbelliflora;;0.75;0.4415625;0.134;0.782;Closed;18.11;4.6;FALSE;TRUE;1,848,375;739.35;160.73;0.2540;TRUE;88;0.248;117;0.246;-0.81;-0.2025;0;0;0.048;2,823,529,412;2,823,529,412;2,823,529,412;0.99;0.411;1.56;11.47;4.78;16.24;1,146,741;0.47787;16,242;1,146,741;0.47787;16,242
186;Wanariset;7;1;40;W.07.1.040;Paracroton pendulus;;0.67;0.3523865;0.134;0.782;Closed;11.27;3.82;FALSE;TRUE;102.8;308.4;80.73;0.3390;TRUE;52;0.473;116;0.264;-79.17;-197,925;0;0;-0.008;-0.4705882353;-4,705,882,353;0;0.558;0.258;0.537;6.39;3.30;9.69;0.639258;0.329676;0.968676;0.639258;0.329676;0.968676
187;Wanariset;7;1;42;W.07.1.042;Dipterocarpus sp.;;0.75;0.4415625;0.134;0.782;Closed;25.72;9.39;FALSE;TRUE;;0;;0.3651;TRUE;32;0.279;116;0.264;-5.68;-1.42;0;0;0.008;0.4705882353;4,705,882,353;4,705,882,353;1,351;0.67;2,361;15.36;9.02;24.37;153,554;0.902032;2,436,902;153,554;0.902032;2,436,902
188;Wanariset;7;1;48;W.07.1.048;Macaranga lowii;;0.36;0.101736;0.134;0.782;Closed;2.72;1.08;FALSE;TRUE;53,765;215.06;199.13;0.3971;FALSE;;0.363;118;0.257;-41.25;-103,125;0;0;-0.001;-0.05882352941;-0.5882352941;0;1,037;0.639;2,404;11.45;9.78;21.22;1,145,099;0.977994;2,122,454;1,145,099;0.977994;2,122,454
189;Wanariset;7;1;59;W.07.1.059;Knema latericia;;0.44;0.151976;0.134;0.782;Closed;3.91;1.57;FALSE;TRUE;52,176;260.88;166.17;0.4015;TRUE;47;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
190;Wanariset;7;1;80;W.07.1.080;Annonaceae3;;0.81;0.5150385;0.134;0.782;Closed;10.24;1.98;FALSE;TRUE;905,175;362.07;182.86;0.1934;TRUE;25;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
191;Wanariset;7;1;79;W.07.1.079;Ardisia pterocaulis;;0.64;0.321536;0.134;0.782;Closed;4.18;1.51;FALSE;TRUE;43.02;215.1;142.45;0.3612;TRUE;17;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
192;Wanariset;7;2;3;W.07.2.003;Dryobalanops lanceolata;;2.7;572,265;0.134;0.782;Closed;5.19;2.05;FALSE;TRUE;47,442;237.21;115.71;0.3950;TRUE;26;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
193;Wanariset;7;2;39;W.07.2.039;sp27;;1.95;29,849,625;0.134;0.782;Closed;9.69;4.24;FALSE;TRUE;105,974;529.87;124.97;0.4376;TRUE;188;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
194;Wanariset;7;2;42;W.07.2.042;Eusideroxylon zwageri;;6.13;294,978,665;0.134;0.782;Closed;23.96;8.56;FALSE;TRUE;178,988;894.94;104.55;0.3573;FALSE;;0.098;118;0.257;61.87;154,675;154,675;61.87;-0.011;-0.6470588235;-6,470,588,235;0;0.815;0.418;1,643;9.23;5.76;14.98;0.922608;0.5758;149,799;0.922608;0.5758;149,799
195;Wanariset;7;2;44;W.07.2.044;Antidesma neurocarpum;;1.65;21,371,625;0.134;0.782;Closed;3.16;0.97;FALSE;TRUE;23,568;117.84;121.48;0.3070;TRUE;28;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
196;Wanariset;7;2;74;W.07.2.074;Trigonostemon villosus;;1.71;22,954,185;0.134;0.782;Closed;6.24;1.98;FALSE;TRUE;80.85;323.4;163.33;0.3173;TRUE;17;0.439;117;0.246;-78.46;-19,615;0;0;-0.304;-1,788,235,294;-1,788,235,294;0;2,012;1,547;3,014;21.39;26.01;47.39;2,139,097;2,601,014;4,738,564;2,139,097;2,601,014;4,738,564
197;Wanariset;7;2;76;W.07.2.076;Dillenia sp.;;3.7;1,074,665;0.134;0.782;Closed;35.69;15.11;FALSE;TRUE;405.02;1215.06;80.41;0.4234;TRUE;82;0.254;117;0.246;-3.25;-0.8125;0;0;-0.097;-5,705,882,353;-5,705,882,353;0;1,581;0.802;2,552;17.92;10.97;28.88;1,792,132;1,096,672;2,888,002;1,792,132;1,096,672;2,888,002
198;Wanariset;7;2;79;W.07.2.079;Calophyllum tetrapterum;;0.9;0.63585;0.134;0.782;Closed;1.14;0.59;FALSE;TRUE;13,644;68.22;115.63;0.5175;TRUE;84;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
199;Wanariset;7;2;83;W.07.2.083;Aporosa confusa;;1.88;2,774,504;0.134;0.782;Closed;15.41;5.89;FALSE;TRUE;143,552;717.76;121.86;0.3822;TRUE;68;0.179;116;0.264;32.2;8.05;8.05;32.2;-0.157;-9,235,294,118;-9,235,294,118;0;0.682;0.293;0.77;7.87;3.52;11.39;0.787323;0.351794;1,138,824;0.787323;0.351794;1,138,824
200;Wanariset;7;2;86;W.07.2.086;Bouea oppositifolia;;1.42;1,582,874;0.134;0.782;Closed;4.4;2.39;FALSE;TRUE;105,814;529.07;221.37;0.5432;TRUE;56;0.079;116;0.264;70.08;17.52;17.52;70.08;;0;0;0;0.507;0.284;0.934;5.67;4.13;9.80;0.567494;0.413084;0.980294;0.567494;0.413084;0.980294
201;Wanariset;7;2;103;W.07.2.103;Callicarpa pentandra;;3.52;9,726,464;0.134;0.782;Closed;3.71;1.2;FALSE;TRUE;43,038;215.19;179.33;0.3235;TRUE;41;0.543;117;0.246;-120.73;-301,825;0;0;-0.174;-1,023,529,412;-1,023,529,412;0;1,264;1,062;2,597;13.20;18.40;31.59;1,319,602;1,840,428;3,158,968;1,319,602;1,840,428;3,158,968
202;Wanariset;7;2;118;W.07.2.118;Shorea laevis;;0.99;0.7693785;0.134;0.782;Closed;1.54;0.71;FALSE;TRUE;28,924;144.62;203.69;0.4610;TRUE;103;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
203;Wanariset;7;2;124;W.07.2.124;Macaranga lowii;;2.13;35,614,665;0.134;0.782;Closed;3.66;1.43;;TRUE;57,606;288.03;201.42;0.3907;TRUE;15;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
204;Wanariset;7;2;126;W.07.2.126;Annonaceae3;;1.64;2,111,336;0.134;0.782;Closed;15.05;3.41;;TRUE;118,398;591.99;173.60;0.2266;TRUE;35;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
205;Wanariset;7;2;133;W.07.2.133;sp25;;3.69;106,886,385;0.134;0.782;Closed;9.35;4.37;;TRUE;84,074;420.37;96.19;0.4674;TRUE;120;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
206;Wanariset;7;2;135;W.07.2.135;Shorea laevis;;0.97;0.7386065;0.134;0.782;Closed;1.74;0.81;;TRUE;29,372;146.86;181.31;0.4655;TRUE;123;0.405;115;0.242;-67.36;-16.84;0;0;-0.095;-5,588,235,294;-5,588,235,294;0;0.991;0.469;1,582;11.32;6.10;17.42;1,132,409;0.610222;1,742,162;1,132,409;0.610222;1,742,162
207;Wanariset;7;2;140;W.07.2.140;Annona sp.;;0.66;0.341946;0.134;0.782;Closed;4.2;1.73;;TRUE;72,138;360.69;208.49;0.4119;TRUE;54;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
208;Wanariset;7;2;145;W.07.2.145;Melanochyla sp.;;1.26;1,246,266;0.134;0.782;Closed;11.65;5.84;;TRUE;121.09;605.45;103.67;0.5013;TRUE;358;0.228;117;0.246;7.32;1.83;1.83;7.32;-0.12;-7,058,823,529;-7,058,823,529;0;0.634;0.321;1.38;7.19;4.38;11.57;0.718831;0.438378;1,156,888;0.718831;0.438378;1,156,888
209;Wanariset;7;2;173;W.07.2.173;Hancea penangensis;;2.04;3,266,856;0.134;0.782;Closed;7.68;3.68;;TRUE;121,134;605.67;164.58;0.4792;TRUE;17;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
210;Wanariset;7;2;197;W.07.2.197;sp26;;3.28;8,445,344;0.134;0.782;Closed;12.8;5.73;;TRUE;100,338;501.69;87.55;0.4477;TRUE;342;0.458;116;0.264;-73.48;-18.37;0;0;-0.101;-5,941,176,471;-5,941,176,471;0;1,025;0.472;1,796;11.75;6.01;17.75;1,174,782;0.60118;177,549;1,174,782;0.60118;177,549
211;Wanariset;7;2;198;W.07.2.198;Santiria sp.;;5.68;25,325,984;0.134;0.782;Closed;5.99;4.42;;TRUE;;0;;0.7379;TRUE;26;0.088;118;0.257;65.76;16.44;16.44;65.76;-0.184;-1,082,352,941;-1,082,352,941;0;0.963;0.388;1,503;11.19;4.38;15.56;1,118,638;0.437836;1,556,086;1,118,638;0.437836;1,556,086
212;Wanariset;7;2;205;W.07.2.205;Aporosa sp2;;1.56;1,910,376;0.134;0.782;Closed;5.95;2.39;;TRUE;55.46;277.3;116.03;0.4017;TRUE;56;0.15;117;0.246;39.02;9,755;9,755;39.02;-0.126;-7,411,764,706;-7,411,764,706;0;0.434;0.226;0.587;4.90;3.14;8.05;0.490386;0.314428;0.804588;0.490386;0.314428;0.804588
213;Wanariset;7;3;4;W.07.3.004;sp24;46;14.64;168,248,736;0.134;0.782;Closed;7.07;3.15;;TRUE;63,254;316.27;100.40;0.4455;TRUE;43;0.557;116;0.264;-110.98;-27,745;0;0;-0.386;-2,270,588,235;-2,270,588,235;0;0.551;0.341;0.903;6.08;5.23;11.31;0.608041;0.523022;1,130,722;0.608041;0.523022;1,130,722
214;Wanariset;7;4;4;W.07.4.004;Eusideroxylon zwageri;87;27.69;6,018,878,385;0.134;0.782;Closed;31.06;11.54;;TRUE;225,925;903.7;78.31;0.3715;FALSE;;0.17;118;0.257;33.85;84,625;84,625;33.85;-0.126;-7,411,764,706;-7,411,764,706;0;0.789;0.336;1,485;9.12;4.00;13.11;0.911646;0.400188;1,311,498;0.911646;0.400188;1,311,498
215;Wanariset;8;1;8;W.08.1.008;Ardisia pterocaulis;;0.48;0.180864;0.361;0.628;Closed;4.35;1.84;FALSE;TRUE;33,802;169.01;91.85;0.4230;TRUE;43;-0.035;120;0.296;111.82;27,955;27,955;100;-0.013;-0.7647058824;-7,647,058,824;0;1,043;0.45;1,238;12.04;5.42;17.45;120,356;0.542376;1,745,486;120,356;0.542376;1,745,486
216;Wanariset;8;1;6;W.08.1.006;Popowia hirta;;0.4;0.1256;0.361;0.628;Closed;5.29;2.26;FALSE;TRUE;133.06;532.24;235.50;0.4272;TRUE;34;0.409;118;0.257;-59.14;-14,785;0;0;0.201;1,182,352,941;1,182,352,941;1,182,352,941;2.23;1,633;3,123;23.93;26.96;50.87;2,392,823;269,593;508,712;2,392,823;269,593;508,712
217;Wanariset;8;1;38;W.08.1.038;Durio sp.;;0.6;0.2826;0.361;0.628;Closed;6.3;2.46;FALSE;TRUE;57.26;286.3;116.38;0.3905;TRUE;30;0.337;122;0.294;-14.63;-36,575;0;0;0.015;0.8823529412;8,823,529,412;8,823,529,412;2,635;1,819;3,269;28.57;29.32;57.88;2,857,139;293,233;578,765;2,857,139;293,233;578,765
218;Wanariset;8;1;21;W.08.1.021;Artocarpus nitidus;;0.44;0.151976;0.361;0.628;Closed;5.78;2.42;FALSE;TRUE;1,203,366,667;361.01;149.18;0.4187;FALSE;;0.239;119;0.25;4.4;1.1;1.1;4.4;-0.036;-2,117,647,059;-2,117,647,059;0;2,875;3,012;3,548;28.41;55.52;83.90;2,841,022;555,198;838,999;2,841,022;555,198;838,999
219;Wanariset;8;2;8;W.08.2.008;Campnosperma auriculatum;;3.95;122,479,625;0.361;0.628;Closed;9.79;4.76;FALSE;TRUE;91,602;458.01;96.22;0.4862;TRUE;50;0.184;122;0.294;37.41;93,525;93,525;37.41;-0.095;-5,588,235,294;-5,588,235,294;0;2,643;2,062;3,361;28.02;34.85;62.85;2,801,932;3,485,056;6,284,926;2,801,932;3,485,056;6,284,926
220;Wanariset;8;2;18;W.08.2.018;Ardisia pterocaulis;;3.77;111,571,265;0.361;0.628;Closed;2.78;1.3;FALSE;TRUE;28.41;142.05;109.27;0.4676;TRUE;108;-0.007;119;0.25;102.8;25.7;25.7;100;-0.005;-0.2941176471;-2,941,176,471;0;1,784;0.856;2,962;20.35;11.25;31.60;2,035,416;1,125,328;3,159,888;2,035,416;1,125,328;3,159,888
221;Wanariset;8;2;23;W.08.2.023;Baccaurea parviflora;;0.75;0.4415625;0.361;0.628;Closed;6.4;1.74;FALSE;TRUE;53,578;267.89;153.96;0.2719;TRUE;20;0.014;120;0.296;95.27;238,175;238,175;95.27;0.05;2,941,176,471;2,941,176,471;2,941,176,471;0.929;0.404;0.999;10.71;4.90;15.61;1,071,154;0.490388;1,561,138;1,071,154;0.490388;1,561,138
222;Wanariset;8;2;41;W.08.2.041;sp27;;2.82;6,242,634;0.361;0.628;Closed;5.89;1.6;FALSE;TRUE;43,102;215.51;134.69;0.2716;TRUE;31;0.125;121;0.308;59.42;14,855;14,855;59.42;-0.029;-1,705,882,353;-1,705,882,353;0;2,122;0.694;1,685;25.08;5.96;31.04;2,508,254;0.596164;3,103,724;2,508,254;0.596164;3,103,724
223;Wanariset;8;2;57;W.08.2.057;Calophyllum tetrapterum;;1.83;26,288,865;0.361;0.628;Closed;3.34;1.44;FALSE;TRUE;32.24;161.2;111.94;0.4311;TRUE;143;0.207;119;0.25;17.2;4.3;4.3;17.2;0.096;5,647,058,824;5,647,058,824;5,647,058,824;2,332;0.88;2,331;27.25;9.24;36.48;272,492;0.923824;3,647,864;272,492;0.923824;3,647,864
224;Wanariset;8;2;63;W.08.2.063;Fordia splendidissima;;1.76;2,431,616;0.361;0.628;Closed;23.01;12.18;FALSE;TRUE;;0;;0.5293;TRUE;86;0.088;119;0.25;64.8;16.2;16.2;64.8;-0.056;-3,294,117,647;-3,294,117,647;0;2.5;1,692;3,249;27.20;27.05;54.23;2,719,852;270,468;542,284;2,719,852;270,468;542,284
225;Wanariset;8;2;78;W.08.2.078;Dacryodes rugosa;;3.47;94,521,065;0.361;0.628;Closed;14.69;10.14;FALSE;TRUE;;0;;0.6903;TRUE;85;0.025;121;0.308;91.88;22.97;22.97;91.88;-0.155;-9,117,647,059;-9,117,647,059;0;2,674;1,266;3,366;30.55;16.48;47.02;3,055,426;1,647,708;4,701,868;3,055,426;1,647,708;4,701,868
226;Wanariset;8;2;109;W.08.2.109;Lepisanthes sp.;;2.54;5,064,506;0.361;0.628;Closed;11.76;5.51;FALSE;TRUE;;0;;0.4685;TRUE;8;0.078;120;0.296;73.65;184,125;184,125;73.65;-0.017;-1;-10;0;2,717;1,264;3,113;31.11;16.23;47.32;3,110,574;1,623,004;4,732,314;3,110,574;1,623,004;4,732,314
227;Wanariset;8;2;96;W.08.2.096;Campnosperma auriculatum;;4.91;189,248,585;0.361;0.628;Closed;8.24;3.71;FALSE;TRUE;78,924;394.62;106.37;0.4502;TRUE;25;0.113;119;0.25;54.8;13.7;13.7;54.8;-0.044;-2,588,235,294;-2,588,235,294;0;2,666;1,817;3,242;28.97;29.13;58.08;2,897,047;2,913,242;5,808,472;2,897,047;2,913,242;5,808,472
228;Wanariset;8;2;102;W.08.2.102;Fordia splendidissima;;1.44;1,627,776;0.361;0.628;Closed;13.3;8.19;FALSE;TRUE;;0;;0.6158;TRUE;47;0.296;120;0.296;0;0;0;0;-0.185;-1,088,235,294;-1,088,235,294;0;1,643;0.805;1,899;18.70;10.75;29.44;1,870,065;1,074,526;2,943,786;1,870,065;1,074,526;2,943,786
229;Wanariset;8;2;25;W.08.2.025;Syzygium sp8;;2.75;59,365,625;0.361;0.628;Closed;12.98;5.98;FALSE;TRUE;86,664;433.32;72.46;0.4607;TRUE;46;-0.049;121;0.308;115.91;289,775;289,775;100;0.002;0.1176470588;1,176,470,588;1,176,470,588;1,545;0.554;1,694;18.13;5.46;23.58;1,813,124;0.5456;235,817;1,813,124;0.5456;235,817
230;Wanariset;8;2;101;W.08.2.101;Scaphium macropodum;;0.15;0.0176625;0.361;0.628;Closed;15.74;6.15;FALSE;TRUE;2,271,666,667;681.5;110.81;0.3907;TRUE;103;0.241;120;0.296;18.58;4,645;4,645;18.58;0.105;6,176,470,588;6,176,470,588;6,176,470,588;2,665;1,982;3,264;28.51;32.92;61.41;2,851,392;329,156;614,097;2,851,392;329,156;614,097
231;Wanariset;8;2;114;W.08.2.114;Shorea laevis;;2.92;6,693,224;0.361;0.628;Closed;1.96;1;FALSE;TRUE;26,488;132.44;132.44;0.5102;TRUE;45;0.256;119;0.25;-2.4;-0.6;0;0;-0.072;-4,235,294,118;-4,235,294,118;0;2,439;1,364;3,147;27.31;19.82;47.11;2,730,614;1,982,108;4,711,358;2,730,614;1,982,108;4,711,358
232;Wanariset;8;2;127;W.08.2.127;Syzygium sp1;;3.77;111,571,265;0.361;0.628;Closed;12.93;4.92;FALSE;TRUE;111,028;555.14;112.83;0.3805;TRUE;127;0.172;122;0.294;41.5;10,375;10,375;41.5;0.07;4,117,647,059;4,117,647,059;4,117,647,059;2,164;0.942;2,641;24.95;11.44;36.38;2,494,882;1,144,428;3,638,368;2,494,882;1,144,428;3,638,368
233;Wanariset;8;3;4;W.08.3.004;sp29;53;16.87;2,234,085,665;0.361;0.628;Closed;2.08;0.9;FALSE;TRUE;25,732;128.66;142.96;0.4327;TRUE;65;0.382;121;0.308;-24.03;-60,075;0;0;0.034;2;20;20;2.67;1,579;3.28;29.66;23.66;53.31;2,966,149;236,635;533,092;2,966,149;236,635;533,092
234;Wanariset;8;3;5;W.08.3.005;Syzygium sp8;58;18.46;267,505,706;0.361;0.628;Closed;5.37;2.79;;TRUE;30,188;150.94;54.10;0.5196;TRUE;94;0.132;120;0.296;55.41;138,525;138,525;55.41;-0.138;-8,117,647,059;-8,117,647,059;0;1,951;0.896;3,157;22.37;11.39;33.75;2,236,746;1,138,772;3,374,622;2,236,746;1,138,772;3,374,622
235;Wanariset;8;3;26;W.08.3.026;Syzygium sp8;47;14.96;175,684,256;0.361;0.628;Closed;8.12;3.87;;TRUE;57.66;288.3;74.50;0.4766;TRUE;203;0.242;122;0.294;17.69;44,225;44,225;17.69;-0.096;-5,647,058,824;-5,647,058,824;0;2.34;0.939;2,679;27.19;10.55;37.73;2,719,209;105,519;377,346;2,719,209;105,519;377,346
236;Wanariset;8;4;6;W.08.4.006;sp28;69;21.96;378,559,656;0.361;0.628;Closed;4.61;2.35;;TRUE;51,036;255.18;108.59;0.5098;TRUE;90;0.535;121;0.308;-73.7;-18,425;0;0;-0.05;-2,941,176,471;-2,941,176,471;0;2,633;1,183;2,995;30.26;14.77;45.01;3,025,683;1,476,826;4,501,326;3,025,683;1,476,826;4,501,326
237;Wanariset;9;1;9;W.09.1.009;Macaranga lowii;;0.65;0.3316625;0.124;0.818;Closed;4.06;2.02;FALSE;TRUE;71,808;359.04;177.74;0.4975;TRUE;6;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
238;Wanariset;9;1;35;W.09.1.035;Eusideroxylon zwageri;;0.5;0.19625;0.124;0.818;Closed;12.06;3.84;FALSE;TRUE;92,284;461.42;120.16;0.3184;FALSE;;0.079;124;0.291;72.85;182,125;182,125;72.85;0.142;8,352,941,176;8,352,941,176;8,352,941,176;1,005;0.532;1,587;11.33;7.48;18.81;1,133,242;0.74794;188,065;1,133,242;0.74794;188,065
239;Wanariset;9;1;31;W.09.1.031;Eusideroxylon zwageri;;0.54;0.228906;0.124;0.818;Closed;9.82;3.04;FALSE;TRUE;1,096,466,667;328.94;108.20;0.3096;FALSE;;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
240;Wanariset;9;1;42;W.09.1.042;Trigonostemon villosus;#N/A;#N/A;#N/A;0.124;0.818;Closed;16.69;4.89;FALSE;TRUE;2,237,033,333;671.11;137.24;0.2930;TRUE;43;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
241;Wanariset;9;1;47;W.09.1.047;Knema laurina;;0.44;0.151976;0.124;0.818;Closed;2.42;1.06;FALSE;TRUE;62,075;248.3;234.25;0.4380;TRUE;44;-0.099;123;0.283;134.98;33,745;33,745;100;0.141;8,294,117,647;8,294,117,647;8,294,117,647;0.732;0.422;1,381;8.16;6.24;14.40;0.816122;0.623804;1,439,504;0.816122;0.623804;1,439,504
242;Wanariset;9;1;50;W.09.1.050;Scaphium macropodum;;0.44;0.151976;0.124;0.818;Closed;7.05;2.77;FALSE;TRUE;1,043,466,667;313.04;113.01;0.3929;TRUE;129;0.095;123;0.283;66.43;166,075;166,075;66.43;0.088;5,176,470,588;5,176,470,588;5,176,470,588;1,216;0.768;2,182;13.38;11.90;25.27;1,337,728;1,189,632;2,526,592;1,337,728;1,189,632;2,526,592
243;Wanariset;9;2;19;W.09.2.019;Goniothalamus macrophyllus;;1.77;24,593,265;0.124;0.818;Closed;27.78;11.24;FALSE;TRUE;2,689,966,667;806.99;71.80;0.4046;TRUE;56;0.365;125;0.298;-22.48;-5.62;0;0;0.205;1,205,882,353;1,205,882,353;1,205,882,353;0.789;0.686;1,782;8.17;12.02;20.18;0.817496;1,201,688;2,018,498;0.817496;1,201,688;2,018,498
244;Wanariset;9;2;22;W.09.2.022;Macaranga lowii;;1.77;24,593,265;0.124;0.818;Closed;6.05;2.57;FALSE;TRUE;97,552;487.76;189.79;0.4248;TRUE;8;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
245;Wanariset;9;2;23;W.09.2.023;Antidesma neurocarpum;;0.99;0.7693785;0.124;0.818;Closed;5;1.42;FALSE;TRUE;45,206;226.03;159.18;0.2840;TRUE;33;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
246;Wanariset;9;2;36;W.09.2.036;Macaranga lowii;;1.78;2,487,194;0.124;0.818;Closed;5.04;2.23;FALSE;TRUE;89,336;446.68;200.30;0.4425;TRUE;5;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
247;Wanariset;9;2;41;W.09.2.041;Trigonostemon villosus;;1.45;16,504,625;0.124;0.818;Closed;12.39;3.58;FALSE;TRUE;1,253,633,333;376.09;105.05;0.2889;TRUE;94;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
248;Wanariset;9;2;46;W.09.2.046;sp30;;4.73;175,627,265;0.124;0.818;Closed;6.13;2.84;FALSE;TRUE;67,428;337.14;118.71;0.4633;TRUE;36;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
249;Wanariset;9;2;59;W.09.2.059;Trigonostemon villosus;;1.06;0.882026;0.124;0.818;Closed;16.48;5.23;FALSE;TRUE;2,297,233,333;689.17;131.77;0.3174;TRUE;71;0.488;124;0.291;-67.7;-16,925;0;0;0.332;1,952,941,176;1,952,941,176;1,952,941,176;0.649;0.578;1,032;6.69;10.20;16.88;0.668748;1,019,888;1,688,058;0.668748;1,019,888;1,688,058
250;Wanariset;9;2;65;W.09.2.065;Cleistanthus oblongifolius;;0.76;0.453416;0.124;0.818;Closed;3.92;1.57;FALSE;TRUE;49,288;246.44;156.97;0.4005;TRUE;48;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
251;Wanariset;9;2;72;W.09.2.072;Syzygium sp3;;3.22;8,139,194;0.124;0.818;Closed;6.51;3.06;FALSE;TRUE;56,956;284.78;93.07;0.4700;TRUE;89;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
252;Wanariset;9;2;76;W.09.2.076;Macaranga lowii;;1;0.785;0.124;0.818;Closed;4.91;2.37;FALSE;TRUE;68,454;342.27;144.42;0.4827;TRUE;6;0.123;123;0.283;56.54;14,135;14,135;56.54;0.336;1,976,470,588;1,976,470,588;1,976,470,588;0.883;0.471;1,696;9.95;6.65;16.60;0.994711;0.665346;1,659,586;0.994711;0.665346;1,659,586
253;Wanariset;9;2;79;W.09.2.079;Hancea penangensis;;1.02;0.816714;0.124;0.818;Closed;3.54;1.65;FALSE;TRUE;69.72;278.88;169.02;0.4661;TRUE;20;0.373;124;0.291;-28.18;-7,045;0;0;0.049;2,882,352,941;2,882,352,941;2,882,352,941;1;0.554;1,682;11.21;8.01;19.21;1,120,974;0.80066;192,108;1,120,974;0.80066;192,108
254;Wanariset;9;2;92;W.09.2.092;Syzygium sp2;;0.68;0.362984;0.124;0.818;Closed;9.25;3.33;FALSE;TRUE;98.08;490.4;147.27;0.3600;TRUE;59;0.333;123;0.283;-17.67;-44,175;0;0;0.081;4,764,705,882;4,764,705,882;4,764,705,882;0.274;0.158;0.366;3.05;2.34;5.39;0.305478;0.233588;0.538908;0.305478;0.233588;0.538908
255;Wanariset;9;2;106;W.09.2.106;Croton sp1;;1.78;2,487,194;0.124;0.818;Closed;6.32;2.34;FALSE;TRUE;50.58;252.9;108.08;0.3703;TRUE;128;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
256;Wanariset;9;2;119;W.09.2.119;Syzygium sp2;;0.52;0.212264;0.124;0.818;Closed;9.41;3.48;;TRUE;1,124,225;449.69;129.22;0.3698;TRUE;126;0.104;124;0.291;64.26;16,065;16,065;64.26;0.229;1,347,058,824;1,347,058,824;1,347,058,824;0.764;0.301;0.851;8.89;3.32;12.21;0.889311;0.331738;1,220,748;0.889311;0.331738;1,220,748
257;Wanariset;9;2;143;W.09.2.143;Utania spicata;;1;0.785;0.124;0.818;Closed;17.24;5.18;;TRUE;158.7;793.5;153.19;0.3005;TRUE;110;0.088;123;0.283;68.9;17,225;17,225;68.9;0.148;8,705,882,353;8,705,882,353;8,705,882,353;0.512;0.424;0.713;5.36;7.31;12.67;0.536184;0.731344;1,267,104;0.536184;0.731344;1,267,104
