No.;nr_lokasi;nr_plot;nr_class;nr_ind;ID_ind;name_sp;nr_circ;nr_dbh;nr_basalarea;canopy_openness;canopy_closedness;canopy_class;nr_FW;nr_DW;sample_extract;sample_la;ft_la;la_sum;ft_sla;ft_ldmc;sample_stomata;ft_stomata;517nm;dpph_batch;dpph_blank;dpph_rsa;dpph_content;ft_dpph;ft_dpphrsa;520nm;proline_sample;proline_content;ft_proline;663nm;645nm;470nm;chla_sample;chlb_sample;totalchl_sample;chla_content;chlb_content;totalchl_content;ft_chla;ft_chlb;ft_totalchl
552;Semak Belukar;6;2;35;S.06.2.035;Mallotus paniculatus;;1.04;0.849056;0.809;0.191;Open;7.68;2.71;TRUE;TRUE;90,376;451.88;166.75;0.3529;TRUE;40;0.059;18;0.437;86.5;21,625;21,625;86.5;0.112;6,588,235,294;6,588,235,294;6,588,235,294;2,721;1,529;3,172;30.44;22.28;52.71;3,044,369;2,227,982;5,270,822;3,044,369;2,227,982;5,270,822
553;Semak Belukar;6;2;36;S.06.2.036;Mallotus paniculatus;;0.69;0.3737385;0.809;0.191;Open;5.19;3.77;TRUE;TRUE;53,398;266.99;70.82;0.7264;FALSE;;0.428;20;0.501;14.57;36,425;36,425;14.57;-0.008;-0.4705882353;-4,705,882,353;0;0.097;-0.018;0.309;1.28;-0.87;0.41;0.128032;-0.086616;0.041434;0.128032;0;0.041434
554;Semak Belukar;6;2;37;S.06.2.037;Mallotus paniculatus;;1.7;226,865;0.809;0.191;Open;9.41;3.66;TRUE;TRUE;107,434;537.17;146.77;0.3889;FALSE;;-0.014;0;0.443;103.16;25.79;25.79;100;0.183;1,076,470,588;1,076,470,588;1,076,470,588;2,507;1,103;2,935;28.87;13.53;42.39;2,887,183;1,352,594;4,238,674;2,887,183;1,352,594;4,238,674
555;Semak Belukar;6;2;38;S.06.2.038;Macaranga trichocarpa;;0.76;0.453416;0.809;0.191;Open;8.5;6.83;TRUE;TRUE;126,768;633.84;92.80;0.8035;FALSE;;0.237;17;0.437;45.77;114,425;114,425;45.77;0.049;2,882,352,941;2,882,352,941;2,882,352,941;0.388;0.044;0.446;4.81;-0.81;4.00;0.480924;-0.080824;0.400056;0.480924;0;0.400056
556;Semak Belukar;6;2;39;S.06.2.039;Macaranga trichocarpa;;0.52;0.212264;0.809;0.191;Open;10.94;4.01;TRUE;TRUE;164,706;823.53;205.37;0.3665;FALSE;;-0.044;0;0.443;109.93;274,825;274,825;100;0.065;3,823,529,412;3,823,529,412;3,823,529,412;1,398;0.438;1,761;16.58;3.49;20.06;1,657,638;0.348756;2,005,956;1,657,638;0.348756;2,005,956
557;Semak Belukar;6;2;40;S.06.2.040;Macaranga trichocarpa;;0.69;0.3737385;0.809;0.191;Open;9.2;4.45;TRUE;TRUE;150,358;751.79;168.94;0.4837;FALSE;;0.047;19;0.515;90.87;227,175;227,175;90.87;0.071;4,176,470,588;4,176,470,588;4,176,470,588;1,924;0.654;2,311;22.68;5.97;28.64;2,267,554;0.597228;2,864,128;2,267,554;0.597228;2,864,128
558;Semak Belukar;6;2;41;S.06.2.041;Macaranga trichocarpa;;1.29;13,063,185;0.809;0.191;Open;8.51;3.04;TRUE;TRUE;78,612;393.06;129.30;0.3572;FALSE;;0.216;19;0.515;58.06;14,515;14,515;58.06;0.147;8,647,058,824;8,647,058,824;8,647,058,824;2,273;0.927;2,856;26.37;10.59;36.95;2,637,347;1,059,066;3,695,486;2,637,347;1,059,066;3,695,486
559;Semak Belukar;7;2;1;S.07.2.001;Mallotus paniculatus;;2.06;3,331,226;0.91;0.09;Open;11.26;3.89;TRUE;TRUE;328,616;1643.08;422.39;0.3455;FALSE;;0.356;23;0.161;-121.12;-30.28;0;0;0.06;3,529,411,765;3,529,411,765;3,529,411,765;0.56;0.162;0.813;6.68;1.09;7.76;0.667622;0.1089;0.77636;0.667622;0.1089;0.77636
560;Semak Belukar;7;2;2;S.07.2.002;Homalanthus populneus;;2.3;415,265;0.91;0.09;Open;18.2;5.16;TRUE;TRUE;143,952;719.76;139.49;0.2835;FALSE;;0.013;22;0.538;97.58;24,395;24,395;97.58;0.086;5,058,823,529;5,058,823,529;5,058,823,529;1,275;0.403;1,539;15.11;3.26;18.37;1,510,843;0.32617;183,661;1,510,843;0.32617;183,661
561;Semak Belukar;7;2;3;S.07.2.003;Acacia mangium;;3.1;754,385;0.91;0.09;Open;18.86;5.46;TRUE;TRUE;101,028;505.14;92.52;0.2895;TRUE;119;-0.055;22;0.538;110.22;27,555;27,555;100;-0.085;-5;-50;0;0.686;0.214;0.881;8.14;1.69;9.82;0.813654;0.169012;0.982452;0.813654;0.169012;0.982452
562;Semak Belukar;7;2;4;S.07.2.004;Macaranga trichocarpa;;1.4;15,386;0.91;0.09;Open;13.28;4.43;TRUE;TRUE;117.9;589.5;133.07;0.3336;FALSE;;0.138;27;0.393;64.89;162,225;162,225;64.89;-0.063;-3,705,882,353;-3,705,882,353;0;1,381;0.503;1,332;16.19;5.06;21.24;1,618,563;0.505562;2,123,622;1,618,563;0.505562;2,123,622
563;Semak Belukar;7;2;5;S.07.2.005;Mallotus paniculatus;;3.18;7,938,234;0.91;0.09;Open;12.63;3.8;TRUE;TRUE;117,552;587.76;154.67;0.3009;FALSE;;0.308;25;0.397;22.42;5,605;5,605;22.42;0.071;4,176,470,588;4,176,470,588;4,176,470,588;0.282;0.044;0.662;3.46;-0.31;3.15;0.346304;-0.031216;0.315044;0.346304;0;0.315044
564;Semak Belukar;7;2;6;S.07.2.006;Macaranga trichocarpa;;0.49;0.1884785;0.91;0.09;Open;9.65;2.64;TRUE;TRUE;80,228;401.14;151.95;0.2736;FALSE;;0.163;23;0.161;-1.24;-0.31;0;0;-0.071;-4,176,470,588;-4,176,470,588;0;1,198;0.391;1.58;14.16;3.35;17.51;1,416,281;0.334726;1,750,616;1,416,281;0.334726;1,750,616
565;Semak Belukar;7;2;7;S.07.2.007;Mallotus paniculatus;;3.5;961,625;0.91;0.09;Open;16.53;4.96;TRUE;TRUE;143,442;717.21;144.60;0.3001;FALSE;;0.321;22;0.538;40.33;100,825;100,825;40.33;-0.001;-0.05882352941;-0.5882352941;0;0.082;-0.045;0.529;1.16;-1.41;-0.25;0.116245;-0.141426;-0.025136;0.116245;0;0
566;Semak Belukar;7;2;8;S.07.2.008;Trema orientale;;1.89;28,040,985;0.91;0.09;Open;5.99;2.01;TRUE;TRUE;46,872;234.36;116.60;0.3356;FALSE;;0.067;22;0.538;87.55;218,875;218,875;87.55;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
567;Semak Belukar;7;2;9;S.07.2.009;Mallotus paniculatus;;2.17;36,964,865;0.91;0.09;Open;11.16;2.99;TRUE;TRUE;87,964;439.82;147.10;0.2679;FALSE;;0.343;23;0.161;-113.04;-28.26;0;0;-0.068;-4;-40;0;0.082;-0.003;0.228;1.05;-0.45;0.60;0.104947;-0.045246;0.059704;0.104947;0;0.059704
568;Semak Belukar;7;2;10;S.07.2.010;Trema orientale;;1.77;24,593,265;0.91;0.09;Open;3.35;2.31;TRUE;TRUE;27.04;135.2;58.53;0.6896;FALSE;;0.184;23;0.161;-14.29;-35,725;0;0;-0.033;-1,941,176,471;-1,941,176,471;0;0.742;0.294;1,462;8.63;3.26;11.89;0.863254;0.326004;1,188,964;0.863254;0.326004;1,188,964
569;Semak Belukar;7;2;11;S.07.2.011;Macaranga trichocarpa;;1.85;26,866,625;0.91;0.09;Open;10.09;3.21;TRUE;TRUE;78.25;391.25;121.88;0.3181;FALSE;;0.11;26;0.393;72.01;180,025;180,025;72.01;-0.044;-2,588,235,294;-2,588,235,294;0;0.855;0.267;1,142;10.14;2.11;12.25;1,014,027;0.21129;122,505;1,014,027;0.21129;122,505
570;Semak Belukar;7;2;12;S.07.2.012;Trema orientale;;2.13;35,614,665;0.91;0.09;Open;5.83;4.52;TRUE;TRUE;41,004;205.02;45.36;0.7753;FALSE;;0.112;22;0.538;79.18;19,795;19,795;79.18;-0.039;-2,294,117,647;-2,294,117,647;0;0.672;0.22;1,089;7.94;1.89;9.83;0.79426;0.189304;0.983344;0.79426;0.189304;0.983344
571;Semak Belukar;7;2;13;S.07.2.013;Trema orientale;;1.83;26,288,865;0.91;0.09;Open;4.95;1.13;TRUE;TRUE;38,302;191.51;169.48;0.2283;FALSE;;0.181;23;0.161;-12.42;-3,105;0;0;-0.096;-5,647,058,824;-5,647,058,824;0;2,587;1,912;3.18;27.71;31.68;59.37;2,771,162;3,167,764;5,937,014;2,771,162;3,167,764;5,937,014
572;Semak Belukar;7;2;14;S.07.2.014;Macaranga trichocarpa;;1;0.785;0.91;0.09;Open;6.77;2.96;TRUE;TRUE;77.98;389.9;131.72;0.4372;FALSE;;-0.155;27;0.393;139.44;34.86;34.86;100;-0.054;-3,176,470,588;-3,176,470,588;0;2,013;0.761;2,497;23.52;8.01;31.52;2,351,801;0.800606;3,151,646;2,351,801;0.800606;3,151,646
573;Semak Belukar;7;2;15;S.07.2.015;Macaranga trichocarpa;;2.42;4,597,274;0.91;0.09;Open;8.51;2.75;TRUE;TRUE;96,672;483.36;175.77;0.3231;FALSE;;0.091;27;0.393;76.84;19.21;19.21;76.84;0.032;1,882,352,941;1,882,352,941;1,882,352,941;1,772;0.637;2,254;20.79;6.29;27.08;2,079,087;0.629434;2,707,884;2,079,087;0.629434;2,707,884
574;Semak Belukar;7;2;16;S.07.2.016;Mallotus paniculatus;;1.86;2,715,786;0.91;0.09;Open;13.23;4.12;TRUE;TRUE;125,466;627.33;152.26;0.3114;FALSE;;0.144;26;0.393;63.36;15.84;15.84;63.36;0.112;6,588,235,294;6,588,235,294;6,588,235,294;0.356;0.129;0.552;4.17;1.29;5.46;0.417419;0.128802;0.546092;0.417419;0.128802;0.546092
575;Semak Belukar;7;2;17;S.07.2.017;Trema orientale;;2.8;61,544;0.91;0.09;Open;3.82;1.24;TRUE;TRUE;36,392;181.96;146.74;0.3246;FALSE;;0.268;24;0.437;38.67;96,675;96,675;38.67;-0.024;-1,411,764,706;-1,411,764,706;0;0.801;0.258;1,176;9.48;2.16;11.64;0.947868;0.215952;1,163,562;0.947868;0.215952;1,163,562
576;Semak Belukar;7;2;18;S.07.2.018;Acacia mangium;;1.4;15,386;0.91;0.09;Open;14.59;4.27;TRUE;TRUE;108,848;544.24;127.46;0.2927;TRUE;113;-0.123;26;0.393;131.3;32,825;32,825;100;-0.026;-1,529,411,765;-1,529,411,765;0;0.972;0.345;1,862;11.42;3.35;14.76;1,141,635;0.335154;1,476,444;1,141,635;0.335154;1,476,444
577;Semak Belukar;7;2;19;S.07.2.019;Macaranga trichocarpa;;1.04;0.849056;0.91;0.09;Open;11.09;3.33;TRUE;TRUE;127,408;637.04;191.30;0.3003;FALSE;;0.068;26;0.393;82.7;20,675;20,675;82.7;-0.122;-7,176,470,588;-7,176,470,588;0;1.56;0.546;1,799;18.34;5.20;23.54;1,834,326;0.52026;235,404;1,834,326;0.52026;235,404
578;Semak Belukar;7;2;20;S.07.2.020;Mallotus paniculatus;;1.89;28,040,985;0.91;0.09;Open;10.3;2.99;TRUE;TRUE;103,942;519.71;173.82;0.2903;FALSE;;0.362;25;0.397;8.82;2,205;2,205;8.82;-0.062;-3,647,058,824;-3,647,058,824;0;0.305;0.003;0.437;3.87;-1.36;2.51;0.386543;-0.13587;0.25067;0.386543;0;0.25067
579;Semak Belukar;7;2;21;S.07.2.021;Mallotus paniculatus;;1.5;176,625;0.91;0.09;Open;7.1;2.86;TRUE;TRUE;70,988;354.94;124.10;0.4028;FALSE;;0.438;24;0.437;-0.23;-0.0575;0;0;-0.059;-3,470,588,235;-3,470,588,235;0;0.439;0.228;0.726;4.96;3.17;8.13;0.496198;0.316668;0.812638;0.496198;0.316668;0.812638
580;Semak Belukar;7;2;22;S.07.2.022;Trema orientale;;1.33;13,885,865;0.91;0.09;Open;4.13;1.32;TRUE;TRUE;43,336;216.68;164.15;0.3196;FALSE;;0.13;28;0.496;73.79;184,475;184,475;73.79;-0.062;-3,647,058,824;-3,647,058,824;0;1,208;0.493;1,386;14.02;5.64;19.65;1,401,543;0.563626;1,964,676;1,401,543;0.563626;1,964,676
581;Semak Belukar;7;2;23;S.07.2.023;Homalanthus populneus;;1.9;283,385;0.91;0.09;Open;12.19;3.75;TRUE;TRUE;105,252;526.26;140.34;0.3076;TRUE;118;0.135;22;0.538;74.91;187,275;187,275;74.91;0.057;3,352,941,176;3,352,941,176;3,352,941,176;1,463;0.521;2.07;17.18;5.08;22.26;1,717,861;0.508406;2,225,746;1,717,861;0.508406;2,225,746
582;Semak Belukar;7;2;24;S.07.2.024;Acacia mangium;;3.23;81,898,265;0.91;0.09;Open;12.5;2.95;TRUE;TRUE;92.2;461;156.27;0.2360;TRUE;129;0.11;24;0.437;74.83;187,075;187,075;74.83;0.229;1,347,058,824;1,347,058,824;1,347,058,824;1,749;0.693;2,429;20.35;7.68;28.03;2,034,813;0.768438;2,802,558;2,034,813;0.768438;2,802,558
583;Semak Belukar;7;2;25;S.07.2.025;Acacia mangium;;1.7;226,865;0.91;0.09;Open;14.46;4.49;TRUE;TRUE;112,044;560.22;124.77;0.3105;TRUE;104;0.165;24;0.437;62.24;15.56;15.56;62.24;0.221;13;130;130;1,126;0.484;1,952;13.00;5.81;18.81;1,299,824;0.581392;1,880,732;1,299,824;0.581392;1,880,732
584;Semak Belukar;7;2;26;S.07.2.026;Trema orientale;;2.91;66,474,585;0.91;0.09;Open;3.39;1.04;TRUE;TRUE;31,522;157.61;151.55;0.3068;FALSE;;0.109;25;0.397;72.54;18,135;18,135;72.54;0.054;3,176,470,588;3,176,470,588;3,176,470,588;1,066;0.466;2,039;12.28;5.68;17.96;1,228,466;0.568252;1,796,252;1,228,466;0.568252;1,796,252
585;Semak Belukar;7;2;27;S.07.2.027;Acacia mangium;;3.49;95,613,785;0.91;0.09;Open;16.8;4.83;TRUE;TRUE;99.3;496.5;102.80;0.2875;TRUE;138;0.161;23;0.161;0;0;0;0;0.111;6,529,411,765;6,529,411,765;6,529,411,765;1,247;0.521;2,038;14.44;6.09;20.53;1,443,541;0.609494;2,052,514;1,443,541;0.609494;2,052,514
586;Semak Belukar;7;2;28;S.07.2.028;Trema orientale;;3.61;102,301,985;0.91;0.09;Open;4.51;1.49;TRUE;TRUE;36,746;183.73;123.31;0.3304;FALSE;;0.071;27;0.393;81.93;204,825;204,825;81.93;0.002;0.1176470588;1,176,470,588;1,176,470,588;0.439;0.235;0.668;4.94;3.33;8.27;0.494315;0.332698;0.826778;0.494315;0.332698;0.826778
587;Semak Belukar;7;2;29;S.07.2.029;Mallotus paniculatus;;1.46;1,673,306;0.91;0.09;Open;16.31;1.29;TRUE;TRUE;134,578;672.89;521.62;0.0791;FALSE;;0.319;24;0.437;27;6.75;6.75;27;0.022;1,294,117,647;1,294,117,647;1,294,117,647;0.222;0.078;0.355;2.61;0.75;3.36;0.260958;0.074724;0.335604;0.260958;0.074724;0.335604
588;Semak Belukar;7;2;30;S.07.2.030;Macaranga trichocarpa;;1.24;1,207,016;0.91;0.09;Open;13.84;4.62;TRUE;TRUE;158.72;793.6;171.77;0.3338;FALSE;;0.106;27;0.393;73.03;182,575;182,575;73.03;0.088;5,176,470,588;5,176,470,588;5,176,470,588;1,484;0.51;1,833;17.47;4.73;22.20;174,749;0.473388;2,220,368;174,749;0.473388;2,220,368
589;Semak Belukar;7;2;31;S.07.2.031;Acacia mangium;;4.24;14,112,416;0.91;0.09;Open;23.53;6.81;TRUE;TRUE;142.31;711.55;104.49;0.2894;TRUE;158;0.166;23;0.161;-3.11;-0.7775;0;0;0.04;2,352,941,176;2,352,941,176;2,352,941,176;1,798;0.706;2,569;20.94;7.75;28.68;2,093,546;0.775276;2,868,116;2,093,546;0.775276;2,868,116
590;Semak Belukar;7;2;32;S.07.2.032;Mallotus paniculatus;;2.16;3,662,496;0.91;0.09;Open;14.36;4.53;TRUE;TRUE;134.57;672.85;148.53;0.3155;FALSE;;0.313;22;0.538;41.82;10,455;10,455;41.82;0.067;3,941,176,471;3,941,176,471;3,941,176,471;0.154;-0.01;0.302;1.98;-0.95;1.03;0.19827;-0.094972;0.103308;0.19827;0;0.103308
591;Semak Belukar;7;2;33;S.07.2.033;Trema orientale;;1.16;1,056,296;0.91;0.09;Open;4.51;1.85;TRUE;TRUE;43,438;217.19;117.40;0.4102;FALSE;;0.292;21;0.501;41.72;10.43;10.43;41.72;0.089;5,235,294,118;5,235,294,118;5,235,294,118;0.827;0.425;1,409;9.36;5.86;15.22;0.935965;0.586214;1,521,754;0.935965;0.586214;1,521,754
592;Semak Belukar;7;2;34;S.07.2.034;Trema orientale;;1.47;16,963,065;0.91;0.09;Open;3.52;1.44;TRUE;TRUE;24,102;120.51;83.69;0.4091;FALSE;;0.084;25;0.397;78.84;19.71;19.71;78.84;0.113;6,647,058,824;6,647,058,824;6,647,058,824;1,246;0.511;2,096;14.45;5.87;20.32;1,444,961;0.587062;2,031,512;1,444,961;0.587062;2,031,512
593;Semak Belukar;7;2;35;S.07.2.035;Acacia mangium;;3.12;7,641,504;0.91;0.09;Open;10.54;3.52;TRUE;TRUE;70,946;354.73;100.78;0.3340;TRUE;121;0.127;27;0.393;67.68;16.92;16.92;67.68;0.147;8,647,058,824;8,647,058,824;8,647,058,824;1,135;0.339;1,463;13.50;2.45;15.95;1,350,259;0.24513;159,505;1,350,259;0.24513;159,505
594;Semak Belukar;7;2;36;S.07.2.036;Acacia mangium;;7.38;42,754,554;0.91;0.09;Open;15.48;4.71;TRUE;TRUE;123.47;617.35;131.07;0.3043;TRUE;125;0.098;26;0.393;75.06;18,765;18,765;75.06;0.049;2,882,352,941;2,882,352,941;2,882,352,941;1,607;0.472;2,157;19.14;3.29;22.42;1,913,922;0.328804;2,242,254;1,913,922;0.328804;2,242,254
595;Semak Belukar;7;2;37;S.07.2.037;Macaranga trichocarpa;;1;0.785;0.91;0.09;Open;9.34;3.06;TRUE;TRUE;127.74;638.7;208.73;0.3276;FALSE;;0.251;24;0.437;42.56;10.64;10.64;42.56;0.133;7,823,529,412;7,823,529,412;7,823,529,412;1,291;0.443;1.83;15.20;4.10;19.30;1,520,403;0.410282;1,930,242;1,520,403;0.410282;1,930,242
596;Semak Belukar;7;2;38;S.07.2.038;Mallotus paniculatus;;2.2;37,994;0.91;0.09;Open;15;4.42;TRUE;TRUE;110.63;553.15;125.15;0.2947;FALSE;;0.081;26;0.393;79.39;198,475;198,475;79.39;0.027;1,588,235,294;1,588,235,294;1,588,235,294;0.407;0.072;0.312;4.98;-0.26;4.72;0.497522;-0.025596;0.471854;0.497522;0;0.471854
597;Semak Belukar;7;2;39;S.07.2.039;Homalanthus populneus;;0.79;0.4899185;0.91;0.09;Open;9.18;2.23;TRUE;TRUE;95.12;475.6;213.27;0.2429;FALSE;;0.147;21;0.501;70.66;17,665;17,665;70.66;0.15;8,823,529,412;8,823,529,412;8,823,529,412;1,411;0.543;1,871;16.46;5.83;22.28;1,645,903;0.583122;2,228,482;1,645,903;0.583122;2,228,482
598;Semak Belukar;7;2;40;S.07.2.040;Macaranga trichocarpa;;1.11;0.9671985;0.91;0.09;Open;10.68;3.87;TRUE;TRUE;126,104;630.52;162.93;0.3624;FALSE;;0.329;25;0.397;17.13;42,825;42,825;17.13;0.028;1,647,058,824;1,647,058,824;1,647,058,824;0.238;0.115;0.287;2.71;1.52;4.23;0.271325;0.151966;0.423176;0.271325;0.151966;0.423176
599;Semak Belukar;7;2;41;S.07.2.041;Homalanthus populneus;;1.41;15,606,585;0.91;0.09;Open;20.81;5.75;TRUE;TRUE;169,628;848.14;147.50;0.2763;TRUE;112;0.144;25;0.397;63.73;159,325;159,325;63.73;0.166;9,764,705,882;9,764,705,882;9,764,705,882;1,067;0.43;1,667;12.39;4.85;17.24;123,942;0.485344;1,724,334;123,942;0.485344;1,724,334
600;Semak Belukar;7;2;42;S.07.2.042;#N/A;#N/A;#N/A;#N/A;0.91;0.09;Open;9.65;3.65;TRUE;TRUE;86,464;432.32;118.44;0.3782;FALSE;;0.111;28;0.496;77.62;19,405;19,405;77.62;0.013;0.7647058824;7,647,058,824;7,647,058,824;0.857;0.341;1,383;9.97;3.80;13.76;0.996661;0.379814;1,376,134;0.996661;0.379814;1,376,134
601;Semak Belukar;8;2;1;S.08.2.001;Mallotus paniculatus;9.5;3.02;7,159,514;0.882;0.118;Open;9.24;3.38;TRUE;TRUE;102,658;513.29;151.86;0.3658;FALSE;;0.324;30;0.381;14.96;3.74;3.74;14.96;0.635;3,735,294,118;3,735,294,118;3,735,294,118;0.297;0.091;1,147;3.53;0.69;4.22;0.352711;0.069394;0.422014;0.352711;0.069394;0.422014
602;Semak Belukar;8;2;2;S.08.2.002;Macaranga trichocarpa;5;1.59;19,845,585;0.882;0.118;Open;6.09;2.47;TRUE;TRUE;62.23;311.15;125.97;0.4056;FALSE;;0.184;31;0.368;50;12.5;12.5;50;-0.146;-8,588,235,294;-8,588,235,294;0;1,335;0.482;1,632;15.66;4.79;20.44;1,565,792;0.479;204,431;1,565,792;0.479;204,431
603;Semak Belukar;8;2;3;S.08.2.003;Macaranga trichocarpa;14.5;4.62;16,755,354;0.882;0.118;Open;6.85;2.91;TRUE;TRUE;86.7;433.5;148.97;0.4248;FALSE;;0.154;28;0.496;68.95;172,375;172,375;68.95;-0.151;-8,882,352,941;-8,882,352,941;0;0.544;0.188;0.918;6.40;1.76;8.16;0.640308;0.175928;0.816048;0.640308;0.175928;0.816048
604;Semak Belukar;8;2;4;S.08.2.004;Mallotus paniculatus;4.5;1.43;16,052,465;0.882;0.118;Open;8.04;3.16;TRUE;TRUE;90,934;454.67;143.88;0.3930;FALSE;;0.366;31;0.368;0.54;0.135;0.135;0.54;-0.145;-8,529,411,765;-8,529,411,765;0;0.284;0.134;1,445;3.25;1.74;4.98;0.324634;0.173948;0.498448;0.324634;0.173948;0.498448
605;Semak Belukar;8;2;5;S.08.2.005;Macaranga trichocarpa;12.5;3.98;12,434,714;0.882;0.118;Open;6.69;2.56;TRUE;TRUE;77,422;387.11;151.21;0.3827;FALSE;;0.387;32;0.34;-13.82;-3,455;0;0;-0.158;-9,294,117,647;-9,294,117,647;0;0.267;0.141;1,247;3.01;1.98;4.99;0.301161;0.197934;0.498954;0.301161;0.197934;0.498954
606;Semak Belukar;8;2;6;S.08.2.006;Mallotus paniculatus;10;3.18;7,938,234;0.882;0.118;Open;9.51;3.53;TRUE;TRUE;135.34;676.7;191.70;0.3712;FALSE;;0.154;30;0.381;59.58;14,895;14,895;59.58;-0.164;-9,647,058,824;-9,647,058,824;0;-0.006;-0.067;0.437;0.10;-1.51;-1.40;0.010403;-0.150622;-0.140152;0.010403;0;0
607;Semak Belukar;8;2;7;S.08.2.007;Macaranga trichocarpa;4.5;1.43;16,052,465;0.882;0.118;Open;7.92;2.77;TRUE;TRUE;86,704;433.52;156.51;0.3497;FALSE;;0.097;29;0.394;75.38;18,845;18,845;75.38;0.245;1,441,176,471;1,441,176,471;1,441,176,471;1,029;0.307;1,268;12.24;2.21;14.45;1,224,247;0.221458;1,445,398;1,224,247;0.221458;1,445,398
608;Semak Belukar;8;2;8;S.08.2.008;Mallotus paniculatus;10.5;3.34;8,757,146;0.882;0.118;Open;8.78;3.32;TRUE;TRUE;85,072;425.36;128.12;0.3781;FALSE;;0.105;32;0.34;69.12;17.28;17.28;69.12;0.106;6,235,294,118;6,235,294,118;6,235,294,118;0.302;0.176;1,425;3.36;2.62;5.98;0.336196;0.261704;0.597724;0.336196;0.261704;0.597724
609;Semak Belukar;8;2;9;S.08.2.009;Mallotus paniculatus;9;2.86;6,420,986;0.882;0.118;Open;10.44;3.74;TRUE;TRUE;145,816;729.08;194.94;0.3582;FALSE;;0.421;31;0.368;-14.4;-3.6;0;0;-0.06;-3,529,411,765;-3,529,411,765;0;0.11;-0.011;0.901;1.43;-0.77;0.66;0.142659;-0.07667;0.066;0.142659;0;0.066
610;Semak Belukar;8;2;10;S.08.2.010;Trema orientale;10;3.18;7,938,234;0.882;0.118;Open;4.33;1.74;TRUE;TRUE;41.16;205.8;118.28;0.4018;FALSE;;0.054;32;0.34;84.12;21.03;21.03;84.12;-0.056;-3,294,117,647;-3,294,117,647;0;0.094;-0.001;0.271;1.20;-0.46;0.73;0.119649;-0.046282;0.073368;0.119649;0;0.073368
611;Semak Belukar;8;2;11;S.08.2.011;Trema orientale;4.5;1.43;16,052,465;0.882;0.118;Open;7.28;2.73;TRUE;TRUE;91,152;455.76;166.95;0.3750;FALSE;;0.056;30;0.381;85.3;21,325;21,325;85.3;;0;0;0;0.18;0.16;0.269;1.86;2.82;4.68;0.18556;0.28216;0.46756;0.18556;0.28216;0.46756
612;Semak Belukar;8;2;12;S.08.2.012;Mallotus paniculatus;9;2.86;6,420,986;0.882;0.118;Open;11.41;4.12;TRUE;TRUE;138.93;694.65;168.60;0.3611;FALSE;;0.363;31;0.368;1.36;0.34;0.34;1.36;0.311;1,829,411,765;1,829,411,765;1,829,411,765;0.247;0.105;1,052;2.85;1.25;4.10;0.285445;0.124854;0.410194;0.285445;0.124854;0.410194
613;Semak Belukar;8;2;13;S.08.2.013;Mallotus paniculatus;12;3.82;11,455,034;0.882;0.118;Open;12.17;4.25;TRUE;TRUE;133,526;667.63;157.09;0.3492;FALSE;;0.339;29;0.394;13.96;3.49;3.49;13.96;0.204;12;120;120;0.737;0.373;0.973;8.36;5.09;13.45;0.835653;0.509254;1,344,534;0.835653;0.509254;1,344,534
614;Semak Belukar;8;2;14;S.08.2.014;Macaranga trichocarpa;4.5;1.43;16,052,465;0.882;0.118;Open;6.63;2.42;TRUE;TRUE;102,672;513.36;212.13;0.3650;FALSE;;0.431;30;0.381;-13.12;-3.28;0;0;0.059;3,470,588,235;3,470,588,235;3,470,588,235;0.82;0.249;1.19;9.74;1.86;11.61;0.974419;0.18645;116,062;0.974419;0.18645;116,062
615;Semak Belukar;8;2;15;S.08.2.015;Mallotus paniculatus;5.5;1.75;24,040,625;0.882;0.118;Open;10.29;3.34;TRUE;TRUE;121,044;605.22;181.20;0.3246;FALSE;;0.011;31;0.368;97.01;242,525;242,525;97.01;0.059;3,470,588,235;3,470,588,235;3,470,588,235;0.266;0.106;0.743;3.09;1.18;4.27;0.309306;0.118252;0.427452;0.309306;0.118252;0.427452
616;Semak Belukar;8;2;16;S.08.2.016;Mallotus paniculatus;8.5;2.71;57,651,185;0.882;0.118;Open;10.93;3.68;TRUE;TRUE;135,822;679.11;184.54;0.3367;FALSE;;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
617;Semak Belukar;8;2;17;S.08.2.017;Macaranga trichocarpa;5;1.59;19,845,585;0.882;0.118;Open;7.21;2.76;TRUE;TRUE;90,636;453.18;164.20;0.3828;FALSE;;0.05;28;0.496;89.92;22.48;22.48;89.92;0.094;5,529,411,765;5,529,411,765;5,529,411,765;0.642;0.171;0.869;7.69;0.91;8.60;0.769341;0.091134;0.860304;0.769341;0.091134;0.860304
618;Semak Belukar;8;2;18;S.08.2.018;Macaranga trichocarpa;4;1.27;12,661,265;0.882;0.118;Open;8.31;3.13;TRUE;TRUE;116,816;584.08;186.61;0.3767;FALSE;;0.111;33;0.341;67.45;168,625;168,625;67.45;0.059;3,470,588,235;3,470,588,235;3,470,588,235;0.099;-0.056;0.766;1.41;-1.75;-0.34;0.140794;-0.174572;-0.033722;0.140794;0;0
619;Semak Belukar;8;2;19;S.08.2.019;Macaranga trichocarpa;4;1.27;12,661,265;0.882;0.118;Open;7.94;2.92;TRUE;TRUE;106,596;532.98;182.53;0.3678;FALSE;;;;0.443;100;25;25;100;;0;0;0;;;;0.00;0.00;0.00;0;0;0;0;0;0
